S.No.,District,Location,Latitude,Longitude,pH,EC,TDS,TH,Ca,Mg,Na,K,"CO
3","HCO
3",Cl,"SO
4","NO
3",F,U,SAR,RSC
996,Sangli,Peth,17.051,74.233,7.54,1430,915,485,80,69,98,7,0,415,184,58,70,0.21,1.44,1.94,-2.9
997,Sangli,Panmalewadi,17.133,74.467,7.56,859,550,330,68,39,40,0.8,0,305,71,36,59,0.19,0.3,0.95,-1.6
998,Sangli,Yevali,17.067,74.517,7.43,3966,2538,1150,291,103,388,41.8,0,244,954,504,78,0.16,4.51,4.98,-19
999,Sangli,Belavade,17.367,74.367,7.67,686,439,255,56,28,40,0.7,0,244,71,39,18,0.34,0.43,1.09,-1.1
1000,Sangli,Kumbhari,17.108,75.118,7.99,1038,664,360,58,52,62,4.6,0,323,103,58,61,0.28,1.03,1.41,-1.9
1001,Sangli,Bilur,16.946,75.183,7.81,594,380,185,30,27,51,0.9,0,244,28,46,26,0.29,0.31,1.64,0.3
1002,Sangli,Shegaon,17.151,75.179,8.03,1376,881,325,46,51,158,19.6,0,464,163,53,7,0.39,0.5,3.81,1.1
1003,Sangli,Arag,16.788,74.817,8.04,985,630,325,76,33,69,10.5,0,384,71,61,22,0.32,0.32,1.67,-0.2
1004,Sangli,Bambwade,17.084,74.496,7.78,905,579,340,52,51,53,1.4,0,317,74,43,61,0.24,0.62,1.24,-1.6
1005,Sangli,Takari,17.118,74.363,8.15,980,627,295,44,45,89,0.6,0,500,39,26,18,0.55,0.19,2.25,2.3
1006,Sangli,Kawathe Mahankal,17.001,74.869,7.64,2528,1618,450,78,62,327,97.8,0,537,408,52,200,0.47,2.19,6.71,-0.2
1007,Sangli,Nimaj-1,16.833,74.64,7.9,1462,936,315,60,40,180,3.9,0,464,199,64,8,0.49,0.67,4.41,1.3
1008,Sangli,Palashi,17.351,75.351,7.7,964,617,310,48,46,71,1.8,0,256,121,54,63,0.39,0.9,1.75,-2
1009,Sangli,Karnal-1,16.917,74.567,8.18,2578,1650,235,48,28,475,17.8,0,738,266,324,14,0.74,7.84,13.46,7.4
1010,Sangli,Kuchi,17.051,74.864,7.64,1689,1081,565,96,79,119,2.6,0,330,234,50,200,0.38,2.05,2.18,-5.9
1011,Sangli,Vibhutwadi-1,17.482,74.718,8,888,569,195,32,28,109,0.6,0,415,43,25,20,0.62,0.74,3.4,2.9
1012,Sangli,Miraj-1,16.811,74.645,7.66,1487,952,470,76,68,118,0.8,0,421,220,53,40,0.36,1.4,2.36,-2.5
1013,Sangli,Sangli_Sangalwadi,16.883,74.554,8.06,1753,1122,435,56,72,203,0.9,0,629,177,58,68,0.26,1.33,4.22,1.6
1014,Sangli,Tung,16.922,74.493,7.83,1275,816,230,52,24,190,0.6,0,476,96,53,49,0.59,2.63,5.44,3.2
1015,Sangli,Sangli_city,16.868,74.583,8.03,1896,1213,295,40,47,310,2.9,0,580,287,53,4,0.35,1.62,7.85,3.6
1016,Sangli,Sangli_Inamdhamni,16.838,74.588,7.69,1010,646,290,56,36,94,2.1,0,342,128,38,12,0.26,0.74,2.41,-0.2
1017,Sangli,Bedag,16.801,74.738,7.87,485,310,190,40,22,24,2.2,0,177,35,41,13,0.23,0,0.75,-0.9
1018,Sangli,Shirala,16.981,74.117,7.99,915,585,240,40,34,89,2.7,0,354,103,13,7,0.23,0.39,2.51,1
1019,Sangli,Visapur,17.101,74.588,7.69,989,633,345,60,47,63,2.2,0,342,103,47,36,0.32,0.16,1.46,-1.3
1020,Sangli,Sarati,16.923,74.899,7.81,2162,1384,330,56,46,351,2.7,0,580,316,91,37,0.55,1.68,8.4,2.9
1021,Sangli,Ghanwad_Anandpur,17.328,74.526,7.75,583,373,190,36,24,45,0.5,0,268,28,27,15,0.36,0,1.41,0.6
1022,Sangli,Atpadi-1,17.416,74.929,7.88,2543,1628,350,60,49,435,3.7,0,659,471,35,12,0.28,1.94,10.1,3.8
1023,Sangli,Wangi-1,17.239,74.394,7.76,686,439,290,46,43,21,0.2,0,256,43,44,18,0.21,0,0.53,-1.6
1024,Sangli,Shene,17.101,74.186,8.04,1117,715,325,36,57,104,0.5,0,458,78,34,47,0.63,1.83,2.5,1
1025,Sangli,Kargani,17.309,74.879,7.95,1209,774,340,44,56,108,12.6,0,366,160,44,39,0.39,0.06,2.55,-0.8
1026,Sangli,Khanapur,17.265,74.719,8.11,819,524,300,56,39,48,2.1,0,354,60,17,15,0.47,0.17,1.21,-0.2
1027,Sangli,Tasgaon,17.424,74.901,8.07,1637,1048,280,32,49,222,26,0,531,152,52,82,0.38,1.38,5.78,3.1
1028,Sangli,Kirloskarwadi,17.088,74.412,8.06,2251,1441,275,42,41,401,0.7,0,763,245,83,63,0.79,4.07,10.5,7
1029,Sangli,Sagareshwar,17.149,74.377,8.12,650,416,145,24,21,87,1,0,317,39,25,6,0.4,0.14,3.13,2.3
1030,Sangli,Borgaon,17.081,74.326,7.72,1246,797,340,52,51,113,1.6,0,427,113,48,53,0.22,1.42,2.67,0.2
1031,Satara,Pingli,17.65,74.517,7.48,872,558,340,80,34,38,7.4,0,433,43,10,26,0.46,0.9,0.9,0.3
1032,Satara,Mahabaleswar,17.917,73.65,7.56,160,103,55,16,4,13,1.9,0,43,25,0,20,0.07,0,0.74,-0.4
1033,Satara,Wai,17.95,73.9,7.51,1046,669,430,76,58,44,0.3,0,458,89,24,6,0.23,1.05,0.93,-1.1
1034,Satara,Koregaon,17.7,74.183,7.77,1236,791,445,102,46,72,8.9,0,531,121,8,23,0.25,1.73,1.48,-0.2
1035,Satara,Mirgaon,17.967,74.35,7.51,2853,1826,930,178,118,225,1,0,262,620,216,65,0.23,6.77,3.2,-14.3
1036,Satara,Wathar (Station),17.9,74.133,7.9,1081,692,445,92,52,39,2.2,0,397,99,64,14,0.46,2.69,0.79,-2.4
1037,Satara,Shendri,17.638,74.05,7.99,682,437,295,60,35,23,5.6,0,305,35,41,18,0.25,0.29,0.58,-0.9
1038,Satara,Varade,17.389,74.102,7.74,676,433,245,40,35,40,0.4,0,256,43,36,44,0.2,0.4,1.11,-0.7
1039,Satara,Shenwadi,17.467,74.817,7.77,799,511,240,40,34,69,0.4,0,342,43,34,33,0.4,0.28,1.93,0.8
1040,Satara,Panchagani,17.917,73.75,8.14,99,63,45,10,5,4,0.2,0,43,11,2,1,0.07,0,0.24,-0.2
1041,Satara,Shirwal,18.15,73.975,7.95,1093,700,420,52,70,68,0.6,0,500,82,39,31,0.31,0.9,1.45,-0.2
1042,Satara,Medha,17.833,73.772,7.71,664,425,210,36,29,53,0.6,0,287,57,16,6,0.16,1.01,1.59,0.5
1043,Satara,Katar Khatav,17.567,74.517,8.16,771,493,165,24,26,102,7.5,0,354,50,25,14,0.63,0.26,3.45,2.5
1044,Satara,Atit,17.533,74.05,7.74,891,570,290,40,46,68,1.7,0,299,85,52,40,0.23,0.56,1.73,-0.9
1045,Satara,Malkapur,17.25,74.183,8.12,581,372,185,56,11,40,1.6,0,232,28,19,28,0.21,0.11,1.26,0.1
1046,Satara,Malharpeth,17.333,74.017,8.07,334,214,140,42,9,12,1,0,171,18,5,5,0.16,0.07,0.44,0
1047,Satara,Rehmatpur,17.6,74.2,7.69,916,586,345,56,50,51,0.3,0,275,96,44,56,0.45,3.44,1.19,-2.4
1048,Satara,Aundh,17.533,74.333,8.22,680,435,215,52,21,41,37.7,0,348,43,11,8,0.27,0.17,1.23,1.4
1049,Satara,Dhebevadi,17.233,73.967,7.74,576,369,230,50,26,29,0.6,0,275,28,13,21,0.25,0.63,0.84,-0.1
1050,Satara,Savanthwadi (Jinti),17.22,73.875,7.87,371,237,135,40,9,23,0.4,0,201,11,3,2,0.17,0,0.87,0.6
1051,Satara,Muttalvadi,17.134,73.979,7.99,313,200,130,30,13,12,0.8,0,171,11,2,5,0.17,0,0.45,0.2
1052,Satara,Manainagar,17.395,73.747,8.14,102,65,45,12,4,4,0.3,0,49,7,0,3,0.1,0,0.25,-0.1
1053,Satara,Mogarle,17.892,74.504,7.85,395,253,165,36,18,18,2.2,0,201,21,16,6,0.2,0.15,0.6,0
1054,Satara,Manjarvadi (Mol),17.838,74.269,8.01,566,362,200,64,10,26,0.8,0,262,18,17,11,0.51,0.1,0.8,0.3
1055,Satara,Vaduth,17.753,74.051,7.62,385,246,135,50,2,24,0.4,0,201,11,7,8,0.29,0,0.88,0.6
1056,Satara,Velkhandwadi (Tarli),17.483,73.982,7.69,545,349,195,50,17,35,0.7,0,299,11,8,20,0.36,0.12,1.09,1
1057,Satara,Undale,17.151,74.067,7.61,888,569,320,78,30,55,0.6,0,287,92,51,24,0.23,1.08,1.33,-1.7
1058,Satara,Surur,17.967,73.983,7.78,927,593,315,50,46,66,2,0,421,18,42,51,0.35,0.76,1.61,0.6
1059,Satara,Tathvade,17.867,74.325,7.97,549,351,190,42,21,38,0.5,0,262,25,13,22,0.31,0.09,1.21,0.5
1060,Satara,Bhade,18.1,74.083,8.08,805,515,215,60,16,87,10.1,0,397,32,22,12,0.26,0.38,2.59,2.2
1061,Satara,Javali,17.885,74.592,8.02,641,410,150,40,12,67,10.2,0,293,32,21,17,0.44,0.16,2.37,1.8
1062,Satara,Kondve,17.708,73.981,7.83,660,423,270,58,30,27,0.5,0,275,35,24,29,0.38,0.67,0.71,-0.9
1063,Satara,Pimpode (Bk)-1,17.913,74.092,7.6,766,490,335,88,28,24,0.4,0,232,74,34,69,0.24,0.43,0.58,-2.9
1064,Satara,Arvi-1,17.509,74.228,7.87,1002,641,205,30,32,89,65.6,0,421,53,35,51,0.22,0.35,2.71,2.8
1065,Satara,Bhairavnath Nagar,17.205,74.136,7.86,825,528,340,74,38,32,2,0,330,57,34,40,0.17,1.38,0.75,-1.4
1066,Satara,Pal,17.492,74.033,8.08,1019,652,380,78,45,56,14.9,0,500,39,34,44,0.28,1.52,1.24,0.6
1067,Satara,Chinchner Vandan,17.654,74.083,8.02,808,517,265,54,32,51,6.1,0,397,7,24,35,0.29,0.46,1.36,1.2
1068,Satara,Chinchni Kanheri,17.756,73.903,7.94,409,262,175,48,13,12,0.2,0,201,11,8,18,0.39,0.05,0.39,-0.2
1069,Satara,Vikhle,17.462,74.618,7.92,813,520,295,46,44,55,0.4,0,275,74,37,39,0.18,0.22,1.4,-1.4
1070,Satara,Barad,17.951,74.586,8,1409,902,250,40,36,213,0.6,0,378,117,98,140,0.61,0.62,5.87,1.2
1071,Satara,Budh,17.769,74.331,8.19,1093,700,225,38,32,98,59.1,0,476,53,29,35,0.36,0.82,2.85,3.3
1072,Satara,Wavarhire-1,17.784,74.604,8.2,838,536,150,36,15,116,3.3,0,384,57,21,11,0.61,0.11,4.13,3.3
1073,Satara,Mardi,17.784,74.697,7.97,1305,835,260,34,43,180,3.1,0,500,138,51,37,0.5,0.62,4.86,3
1074,Satara,Phaltan,17.784,74.697,8,1330,851,230,30,38,198,0.9,0,500,135,63,32,0.39,0.66,5.69,3.6
1075,Satara,Nimbore_1,17.784,74.697,7.88,805,515,270,48,36,67,0.4,0,293,46,52,44,0.32,0.13,1.78,-0.6
1076,Satara,Lonand,18.046,74.188,8.02,2442,1563,370,62,52,389,35.7,0,610,425,66,59,0.38,1.26,8.8,2.6
1077,Satara,Satara,17.784,74.697,8.05,912,584,340,58,47,46,1.8,0,397,74,26,8,0.23,0.39,1.08,-0.3
1078,Satara,Mayani,17.784,74.697,7.99,2578,1650,520,54,94,360,1,0,659,464,28,65,0.5,5.28,6.87,0.4
1079,Sindudurg,Phonda,16.367,73.8,6.01,86,55,30,8,2,5,0.5,0,31,11,1,1,0.17,0.34,0.39,-0.1
1080,Sindudurg,Khare Patan,17.784,73.617,6.56,129,82,45,8,6,7,2.2,0,61,11,1,1,0.16,0.3,0.48,0.1
1081,Sindudurg,Insuli,15.867,73.833,6.92,226,145,90,20,10,11,0.4,0,98,18,0,12,0.16,0.14,0.48,-0.2
1082,Sindudurg,Kasal,16.15,73.683,6.86,135,87,50,10,6,7,3,0,31,21,11,3,0.15,0.1,0.46,-0.5
1083,Sindudurg,Dodamarga,15.667,73.967,6.68,81,52,30,8,2,5,0.8,0,18,14,1,6,0.12,0.11,0.39,-0.3
1084,Sindudurg,Malwan,16.051,73.458,7,204,130,70,12,10,13,1,0,79,25,0,3,0.21,0.31,0.68,-0.1
1085,Sindudurg,Vengurla,15.85,73.65,6.95,105,67,45,10,5,5,0.6,0,49,11,0,3,0.16,0.14,0.34,-0.1
1086,Sindudurg,Vijaydurg,16.549,73.331,7.66,1009,646,395,58,61,40,11.9,0,323,142,41,2,0.44,0.34,0.87,-2.6
1087,Sindudurg,Shirgaon (Shirgar),16.383,73.583,7.13,97,62,35,6,5,4,0.5,0,31,14,1,1,0.12,0.01,0.31,-0.2
1088,Sindudurg,Kudal,16.017,73.69,6.84,131,84,50,10,6,9,1.6,0,49,21,2,1,0.13,0,0.53,-0.2
1089,Sindudurg,Danoli,15.933,73.933,7.43,337,216,125,24,16,16,4.5,0,165,14,11,1,0.54,0,0.64,0.2
1090,Sindudurg,Vagothan,16.483,73.417,7.39,295,189,125,24,16,12,2.8,0,140,21,11,3,0.38,0,0.45,-0.2
1091,Sindudurg,Adeli (Pednekarwadi),15.9,73.733,7.34,208,133,75,10,12,13,1.5,0,79,25,1,1,0.31,0,0.64,-0.2
1092,Sindudurg,Adali (Dewalwadi),15.775,73.933,7.12,182,116,60,12,7,12,1.8,0,73,18,3,3,0.33,0,0.66,0
1093,Sindudurg,Narange,16.3,73.45,7.15,257,165,90,20,10,17,1.8,0,122,18,2,4,0.29,0,0.8,0.2
1094,Sindudurg,Kunkaule,16.084,73.579,6.76,244,156,75,10,12,18,2,0,43,28,32,16,0.2,0,0.92,-0.8
1095,Sindudurg,Nandgaon,16.378,73.688,6.66,115,74,45,10,5,6,0.9,0,43,11,2,5,0.14,0,0.36,-0.2
1096,Sindudurg,Ramgarh,16.242,73.6,6.91,109,70,40,10,4,6,0.8,0,31,18,1,4,0.12,0,0.4,-0.3
1097,Sindudurg,Achra,16.233,73.467,6.87,122,78,50,10,6,6,0.9,0,49,14,0,4,0.12,0,0.36,-0.2
1098,Sindudurg,Zarap,15.933,73.75,7.23,189,121,75,14,10,9,1.1,0,79,18,7,2,0.25,0,0.46,-0.2
1099,Sindudurg,Wareri,16.39,73.522,7.17,167,107,70,16,7,5,1.2,0,67,18,3,1,0.17,0,0.28,-0.3
1100,Sindudurg,Mangaon Bazar,15.977,73.786,7.16,222,142,80,20,7,12,1.8,0,92,18,6,2,0.25,0,0.59,-0.1
1101,Sindudurg,Palsamb,16.242,73.542,7,88,56,30,8,2,4,0.9,0,18,18,0,2,0.12,0,0.32,-0.3
1102,Sindudurg,Vados,16,73.825,7.32,122,78,50,12,5,6,1.3,0,49,11,2,10,0.13,0,0.36,-0.2
1103,Sindudurg,Sawanthwadi,15.909,73.826,7.01,254,163,95,20,11,13,2.8,0,92,35,7,1,0.15,0,0.59,-0.4
1104,Sindudurg,Kanedi Bazar,16.228,73.808,6.95,181,116,70,16,7,10,1.4,0,67,11,17,4,0.15,0,0.54,-0.3
1105,Sindudurg,Sawarwad,16.084,73.639,6.06,64,41,25,8,1,3,0.1,0,24,7,0,1,0.09,0,0.23,-0.1
1106,Sindudurg,Chendwan,16.001,73.586,6.65,89,57,35,10,2,5,0.5,0,37,11,1,2,0.11,0,0.35,-0.1
1107,Sindudurg,Matond (Ghodemukh),15.828,73.749,6.64,124,79,45,12,4,7,1.2,0,37,18,4,2,0.11,0,0.43,-0.3
1108,Sindudurg,Kankavalli-1,16.256,73.714,7,410,262,140,30,16,18,11.1,0,85,71,25,7,0.11,0,0.66,-1.4
1109,Sindudurg,Koloshe,16.385,73.635,7.49,333,213,150,24,22,10,2.4,0,159,28,3,4,0.15,0,0.36,-0.4
1110,Sindudurg,Tale Bazar,16.383,73.502,7.27,135,86,40,10,4,12,0.7,0,37,21,4,6,0.11,0,0.82,-0.2
1111,Sindudurg,Pomburla,16.493,73.539,6.98,145,93,60,16,5,5,1.5,0,43,25,1,4,0.14,0.01,0.29,-0.5
1112,Sindudurg,Ambrad,16.19,73.738,7.21,110,70,50,10,6,4,0.3,0,49,11,1,1,0.14,0,0.27,-0.2
1113,Sindudurg,Math-1,15.893,73.671,6.99,123,79,40,10,4,6,0.8,0,31,18,6,2,0.13,0,0.44,-0.3
1114,Sindudurg,Achare,15.929,73.774,7.28,170,108,65,14,7,5,2.6,0,61,14,9,2,0.15,0,0.29,-0.3
1115,Sindudurg,Sasole,15.734,73.778,7.34,248,159,80,20,7,14,3.3,0,79,25,9,12,0.18,0,0.7,-0.3
1116,Sindudurg,Amboli-1,15.963,74.002,7.47,147,94,50,16,2,8,3.2,0,55,18,2,1,0.19,0,0.48,-0.1
1117,Sindudurg,Dewoolwada,16.002,73.639,7.35,139,89,50,10,6,7,1.8,0,61,11,0,0,0.18,0.08,0.45,0
1118,Sindudurg,Sindhudurg RH,16.101,73.689,7.39,315,201,90,18,11,29,5.9,0,85,46,19,4,0.17,0,1.33,-0.4
1119,Sindudurg,Achirne,16.44,73.752,7.49,554,354,190,42,21,36,3.4,0,201,71,11,6,0.2,0,1.14,-0.5
1120,Sindudurg,Wareri-1,16.372,73.486,7.25,156,100,50,8,7,10,3.9,0,43,25,5,4,0.17,0,0.59,-0.3
1121,Sindudurg,Madkhol,15.928,73.88,7.45,338,216,125,26,15,15,5.4,0,128,35,8,7,0.23,0.3,0.57,-0.4
1122,Sindudurg,Sherley,15.825,73.849,7.55,114,73,50,6,9,5,0.2,0,55,11,2,2,0.16,0,0.31,-0.1
1123,Sindudurg,Nirwad,15.855,73.782,7.4,272,174,95,20,11,19,3.1,0,79,35,13,16,0.19,0.36,0.84,-0.6
1124,Sindudurg,Chouke,16.058,73.546,7.55,176,112,80,18,9,4,1.6,0,92,7,0,3,0.19,0,0.21,-0.1
1125,Sindudurg,Wada,16.446,73.392,7.05,110,70,50,8,7,5,0.4,0,43,18,0,2,0.18,0,0.31,-0.3
1126,Sindudurg,Velgive,16.468,73.606,7.15,202,129,75,14,10,12,1.2,0,92,18,1,1,0.18,0,0.61,0
1127,Sindudurg,Arwali,15.783,73.674,7.47,65,41,25,6,2,3,0.4,0,18,11,1,2,0.14,0,0.24,-0.2
1128,Solapur,Shelgaon,17.967,75.833,7.51,890,570,330,58,45,50,1.2,0,281,82,74,33,0.99,1.01,1.2,-2
1129,Solapur,Ule,17.783,75.95,7.38,2139,1369,585,110,75,200,4.5,0,275,376,269,45,1.16,2.95,3.6,-7.2
1130,Solapur,Nagaj,17.15,74.95,7.67,1451,929,290,32,51,203,1.4,0,531,117,101,27,1.45,2.32,5.18,2.9
1131,Solapur,Sohole,17.617,75.633,7.25,1647,1054,495,110,53,92,79,0,159,227,300,69,0.73,2.46,1.8,-7.3
1132,Solapur,Ichgaon,17.6,75.6,7.68,1374,879,445,80,60,96,12.9,0,140,216,235,20,0.91,2.18,1.98,-6.6
1133,Solapur,Ranzani,17.617,75.4,7.54,3403,2178,975,180,128,207,208.6,0,244,610,505,153,0.83,4.87,2.89,-15.5
1134,Solapur,Rople,17.783,75.4,7.65,2311,1479,750,240,36,187,5.8,0,342,351,332,104,0.87,4.19,2.96,-9.4
1135,Solapur,Eklaspur,17.533,75.383,7.66,2048,1311,785,140,106,106,1.8,0,183,298,362,102,0.79,4,1.65,-12.7
1136,Solapur,Chincholi,17.6,76.05,7.32,1112,712,415,70,58,61,2.6,0,134,174,125,103,0.72,2.95,1.31,-6.1
1137,Solapur,Akkalkot,17.533,76.2,7.73,731,468,255,46,34,42,12.8,0,183,92,69,20,0.63,0.74,1.15,-2.1
1138,Solapur,Bhandi-Shegaon,17.717,75.217,7.62,2463,1576,665,138,78,130,202.2,0,342,291,426,120,0.63,3.45,2.19,-7.7
1139,Solapur,Velapur,17.8,75.05,7.82,1252,801,280,58,33,110,65.9,0,378,138,73,64,0.74,0.77,2.86,0.6
1140,Solapur,Hivre,17.842,75.538,7.51,704,450,285,64,30,31,1.9,0,183,103,54,36,0.7,0.2,0.8,-2.7
1141,Solapur,Pandharpur,17.675,75.325,7.75,2579,1651,560,114,67,338,2.4,0,354,234,489,215,0.68,4.22,6.21,-5.4
1142,Solapur,Nandni,17.457,75.853,7.68,816,522,340,68,41,28,2,0,122,121,88,77,0.74,1.2,0.66,-4.8
1143,Solapur,Nari,18.196,75.888,7.38,1009,646,415,80,52,30,1.2,0,177,117,77,143,0.61,0.94,0.64,-5.4
1144,Solapur,Dhanore,18.317,75.783,7.68,649,415,165,40,16,68,7.6,0,256,46,32,18,0.88,0.26,2.29,0.9
1145,Solapur,Manegaon,18.068,75.788,7.39,2152,1377,750,106,118,106,56.5,0,391,259,253,180,0.81,4.65,1.69,-8.6
1146,Solapur,Varkute,18.25,75.333,7.35,1583,1013,335,80,33,118,69.9,0,128,223,198,120,0.8,2.57,2.81,-4.6
1147,Solapur,Soregaon,17.592,75.883,7.57,2510,1606,690,54,135,211,69.6,0,439,316,383,71,0.88,4.27,3.48,-6.6
1148,Solapur,Parite,17.954,75.267,7.4,1451,929,545,96,74,67,13.5,0,323,128,228,71,0.64,5.51,1.24,-5.6
1149,Solapur,Marwade,17.431,75.514,7.84,1024,655,280,40,44,90,16.9,0,311,99,98,21,0.74,0.51,2.34,-0.5
1150,Solapur,Pangri,18.3,75.867,7.86,856,548,235,44,30,50,66.3,0,372,57,41,17,0.66,0,1.43,1.4
1151,Solapur,Bhose-1,17.302,75.372,7.7,1052,673,325,66,39,97,27.6,0,391,92,91,28,0.65,0.73,2.33,-0.1
1152,Solapur,Wagdhari-1,17.446,76.213,7.63,1523,975,410,68,58,142,33.5,0,409,177,101,81,0.68,1.48,3.04,-1.5
1153,Solapur,Madha,18.038,75.516,7.55,6004,3843,1670,297,226,616,5.3,0,964,1219,144,110,0.66,18.48,6.55,-17.6
1154,Solapur,Angar,17.895,75.575,7.64,1667,1067,585,100,81,106,3.1,0,323,220,147,81,0.69,5.2,1.91,-6.4
1155,Solapur,Mohol,17.81,75.645,7.22,2658,1701,1095,164,166,119,0.4,0,488,376,324,76,0.69,7.21,1.56,-13.9
1156,Solapur,Mahud (Bk)-1,17.606,75.093,7.69,1156,740,310,52,44,79,76,0,330,103,165,45,0.85,1.4,1.94,-0.8
1157,Solapur,Malegaon,18.064,75.896,7.97,1414,905,395,104,33,86,82.2,0,500,121,65,52,0.69,0.98,1.88,0.3
1158,Palghar,Kasa,19.917,72.95,7.4,562,360,240,50,28,22,1.3,0,244,50,17,1,0.37,0.24,0.61,-0.8
1159,Palghar,Dapchari Takarpada,20.068,72.925,7.5,512,328,225,46,27,14,0.4,0,275,14,16,3,0.45,0.08,0.42,0
1160,Palghar,Dahanu,19.983,72.733,7.6,1283,821,300,60,36,100,69.9,0,506,113,48,10,0.41,1.7,2.52,2.3
1161,Palghar,Balkhapara,19.883,73.167,7.25,262,168,150,32,17,10,0.4,0,183,11,3,0,0.34,0,0.34,0
1162,Palghar,Gothanpada,19.667,73.083,7.4,540,345,240,60,22,12,1.2,0,232,43,24,9,0.32,0.24,0.35,-1
1163,Palghar,Khodala,19.8,73.4,7.44,1085,694,290,62,33,54,34.8,0,268,121,44,47,0.26,0.18,1.38,-1.4
1164,Palghar,Udhwa,20.104,73.008,7.63,1086,695,410,94,43,34,8.2,0,305,163,21,5,0.29,1.54,0.74,-3.2
1165,Palghar,Kajli,20.207,72.886,7.48,439,281,210,56,17,16,0.7,0,220,25,16,1,0.4,0,0.47,-0.6
1166,Palghar,Vikramgadh,19.797,73.084,7.53,1026,657,315,64,38,48,7.8,0,348,85,41,18,0.38,0.76,1.17,-0.6
1167,Palghar,Dhekale,19.614,72.917,7.49,289,185,110,26,11,11,0.5,0,122,21,5,2,0.31,0,0.46,-0.2
1168,Palghar,Ganjad,19.944,72.867,7.44,770,493,295,60,35,27,0.8,0,232,106,28,4,0.28,0,0.69,-2.1
1169,Palghar,Rinzadpada (Kanchad),19.678,73,7.11,459,294,250,60,24,15,1.8,0,311,18,13,5,0.33,0.03,0.42,0.1
1170,Palghar,Agashi,19.467,72.773,7.35,580,371,220,54,21,17,14.8,0,262,21,29,6,0.27,0.42,0.49,-0.1
1171,Palghar,Bramhanwadi,19.425,72.783,7.66,1011,647,325,76,33,81,10.6,0,574,32,13,7,0.4,0.3,1.96,2.9
1172,Palghar,Giraj,19.379,72.792,7.47,497,318,165,36,18,33,6.2,0,189,50,11,3,0.37,0,1.13,-0.2
1173,Palghar,Somata,19.828,72.958,7.54,577,369,260,52,32,26,1.4,0,311,43,20,2,0.38,0.26,0.71,-0.1
1174,Palghar,Aashagadh,19.97,72.793,7.53,862,552,275,70,24,46,0.2,0,256,117,23,9,0.36,0.16,1.2,-1.3
1175,Palghar,Belgaon,19.775,72.886,7.12,524,336,180,40,19,42,0.8,0,183,50,25,12,0.45,0.24,1.35,-0.6
1176,Palghar,Ambesari,19.777,73.034,7.45,494,316,200,56,15,18,0.7,0,189,43,20,6,0.45,0.03,0.54,-0.9
1177,Palghar,Dhawarpada,19.709,73.228,7.18,251,161,100,24,10,7,1.4,0,134,4,3,5,0.26,0,0.3,0.2
1178,Palghar,Vasai Phata,19.429,72.87,7.66,868,555,290,60,34,56,0.8,0,305,99,36,0,0.28,0.27,1.43,-0.8
1179,Palghar,Parol,19.463,72.939,7.63,585,374,250,60,24,19,1.2,0,226,57,15,2,0.46,0.17,0.51,-1.3
1180,Palghar,Devbandh,19.811,73.376,7.75,309,198,125,30,12,9,0.8,0,134,14,3,1,0.29,0,0.36,-0.3
1181,Palghar,Pulachi Vadi,19.879,73.39,7.49,142,91,70,16,7,6,0.4,0,73,14,7,0,0.27,0,0.29,-0.2
1182,Palghar,Kelva Beach,19.615,72.734,7.79,853,546,275,66,27,50,7,0,366,50,34,12,0.31,0.55,1.32,0.5
1183,Thane,Bhaindarpada,19.283,72.95,6.96,631,404,225,60,18,30,1.4,0,195,67,29,25,0.36,0.16,0.87,-1.3
1184,Thane,Murbad,19.25,73.383,7.43,1031,660,345,74,39,57,6.3,0,378,110,25,6,0.35,1.79,1.34,-0.7
1185,Thane,Kolimb,19.283,73.267,7.14,2424,1551,855,180,98,168,5.9,0,372,603,10,10,0.23,2.6,2.5,-11
1186,Thane,Talempada (Bihigaon),19.701,73.49,7.29,473,302,215,54,19,12,5.4,0,232,14,29,4,0.36,0,0.35,-0.5
1187,Thane,Nishanpada,19.456,73.533,7.69,342,219,160,36,17,9,0.7,0,183,14,11,0,0.27,0,0.29,-0.2
1188,Thane,Sathgaon,19.447,73.439,7.5,334,214,165,40,16,9,0.4,0,183,14,5,1,0.38,0,0.32,-0.3
1189,Thane,Padghe,19.363,73.172,7.32,649,415,215,48,23,34,21.3,0,275,43,25,2,0.26,0.02,1,0.2
1190,Thane,Tokavade (Tokoda),19.307,73.622,7.55,368,236,145,36,13,18,1,0,201,14,7,1,0.26,0,0.65,0.4
1191,Thane,Dahisar,19.101,73.05,7.49,1411,903,535,104,67,61,1,0,421,209,54,6,0.3,2.96,1.14,-3.8
1192,Thane,Katolwadi (Mulgaon),19.151,73.303,7.64,546,350,225,60,18,17,4.4,0,250,28,18,1,0.28,0.01,0.49,-0.4
1193,Thane,Pasheri,19.248,73.393,7.48,226,145,100,24,10,7,0.9,0,122,7,2,2,0.26,0,0.29,0
1194,Thane,Hetutane,19.17,73.085,7.69,790,505,340,70,40,25,4.6,0,372,50,21,1,0.34,0.14,0.59,-0.7
1195,Thane,Pimpleshwar,19.193,73.084,7.43,1332,852,490,100,58,78,1.1,0,244,323,31,2,0.79,0.93,1.53,-5.8
1196,Thane,Amongaon,19.316,73.151,7.74,1467,939,420,94,45,99,54.7,0,519,174,53,44,0.32,2.05,2.1,0.1
